.NET程序设计,08211039,08241041,08241229,08241243,08241253,08241255,08271001,08271223
.NET程序设计课程实验,08031265
女子礼仪,MOOC2033,MR100006
女子瑜伽,13211018
欧美电影文化,MOOC1037
欧美流行音乐与信息技术,08241504
欧洲音乐简史,63211042,TY000003,ZTY00003
攀西战略资源开发史,TS000043
葡萄酒文化与鉴赏,09261303
普通化学,11231180,18211047
普通化学实验,11031097,18211148
普通话训练,01211801,01211824,01211826
奇异的仿生学,MOOC1017
企业管理,TS000008,ZTS00008
器械健美,13211019
汽车构造基础,06241214
汽车驾驶技术,15011001
汽车美容,06241184,06241246
汽车史话,15011002
汽车文化,06221148
汽车行走的艺术,MOOC1016,MZ200010,ZMZ20010
嵌入式系统原理,08241043,08241058,08241063,08241175,08291024
嵌入式系统原理课程实验,08031200,08241532
侵权法,MOOC1061
秦汉史,MOOC2123,MR100007,ZMR10007
青年人自我控制与管理,03271311
情感哲学与情感教育,MOOC2034
情绪管理,MOOC2151,MS100005,ZMS10005
趣话自然科学史,09261849
人际关系口才学,01211831,01211832
人际关系礼仪,01231816,01231817
人际关系与沟通艺术,02271111,TR000006,TS001100,ZTR00006
人际关系语言学概论,14231015
人力资源量与质的管理,06241217
人体的奥秘与保健,10211041
人体解剖学,10211128
人文讲坛,01211877
人文视野中的生态学,MOOC1018
人因工程-因人而设,MOOC1075
认知实习,06221155,07031056
日本概况,02261050,02261052
日本语言与文化,02261048
日语入门及文化,TS001200
如何做个聪明的消费者,03211137
软件测试技术,08241223,08241246,08291021
软件工程及项目管理,08241056,08241173,08241191,08271007
软件工程及项目管理课程设计,08031287
软件工程及项目管理课程实验,08031208
软件设计模式,08291063
软件设计模式课程实验,08031256
商法的思维,MOOC2124
商品流通与消费决策,03211004,03271312
商务礼仪,03211131,03241180
摄影技术与艺术,06231144,06231192
社会心理学,14211017,14231028,14231040,TR000007,ZTR00007
社会学概论,01241048
社交礼仪,01211879,012943,TS000011,TS001400,ZTS00011
设计创意生活,MOOC1040
神奇的磁性世界,11231203
生产实习,08271921
生活中的表面化学,09261352
生活中的急救,10241007
生活中的经济学,03271306
生活中的劳动与社会保障法,012945
生活中的心理学,012941
生命安全与救援,MOOC2120,MZ100011,ZMZ10011
生命科学导论,MOOC1012
生命科学与人类生活,09261843
诗词格律与欣赏,MOOC2038
诗与远方——中国现当代诗歌赏析,ZTR00018
时装文化与流行鉴赏,MOOC1041
食品安全,MOOC1006
食品安全与健康,09261844
食品安全与日常饮食,MOOC2016,MOOC2121,MZ100012,ZMZ10012
食品化学与食品安全,09261305,09261350,09261841
世界名画,63211040,TS000038,TY000004,ZTY00004
世界名画赏析,63211033
市场营销基础,03211139,TS000012,ZTS00012
视听1,02271053
书法鉴赏,01211882,04281002,12252007,MOOC2076,TY000005,ZTY00005
书法鉴赏(硬笔),TY000007,ZTY00007
书法鉴赏(硬笔书法),01211803,01211805
书法鉴赏（毛笔）,TY000006,ZTY00006
书法鉴赏（硬笔书法）,01211808,01211828,01211829,01211848,01211849,01211850,01211851,TS000100
数据结构,08241111,08241185,08241434
数据结构课程设计,08031275
数据结构课程实验,08031023,08031180
数据结构实验,08031003
数据库课程设计,08031271,08031274
数据库原理,08212035,08241039,08241248
数据库原理课程设计,08031285
数据库原理课程实验,08031028,08031182
数据库原理与应用课程设计,08032083
数码摄影,04241154,04272003,10011002,TS000033,TY000008,ZTY00008
数学分析(2),08211052
数学分析1,08211003,08211005,08211063
数学分析（2）,08241046
数学建模,08241047
数学模型,08211050,08211059
数学模型课程设计,08281017
数学模型课程实验,08215010,08215013
数学实验及模型,08281011,08281015
数学文化,08251092,MOOC2017,MZ100013,ZMZ10013
数值计算方法,08211014,08211080
数字逻辑,05241135,05251105
数字媒体技术应用,08241081
水上救护,13211022
税收的真相,03271314
思想道德修养与法律基础,14211001,14211009,14211019,MOOC1002
思想政治理论课程主题实践教学1,14231993,14231994,14231995,20231994
思想政治理论课综合实践,14231999
四川旅游文化,01211236,01211857,01231820,01231821,012942,TR000008,ZTR00008
宋崇导演教你拍摄微电影,MR100008,ZMR10008
素质拓展,60111999
速写艺术赏析与表现,04221143
算法设计与分析,08211011,08241055,08271315
算法设计与分析课程实验,08031206
孙子兵法与执政艺术,MOOC2041,MS100007
太阳能世界,11221123
谈判技巧,MOOC2042
陶瓷鉴赏,04271101
陶瓷设计,04281009,TS000034,ZTY00009
体育1,13211005,13211006,13211007,13211008
体育舞蹈,13211111,63211034
天文漫谈,MOOC1020
投资学,06241207,06241219
投资与融资,06241205
突发事件及自救互救,MOOC2117,MZ100014,ZMZ10014
图说人际关系心理,MOOC1021
土木工程安全管理,07211305,ZTZ00025
推销成功的技巧,03271315
外语自主性学习策略与技巧,02241083,02271152
网店经营与管理,cyxy0001
网络安全基础,08271005
网络安全技术课程实验,08031261
网络编程,08271002
网络传播方式与财富,03271304
网络传播方式与商业机会,TS000013,TS001500,ZTS00013
网络攻防技术,08241220,08271013,08271022
网络攻防技术课程实验,08271025
网络集成,08241218,08241402
网络及安全技术,08212019,08241216,08241401
网络设备配置与管理,08241037,08241237,08271019,08271317
网络设备配置与管理课程实验,08271506
网络设备配置与网络集成,08271014
网络系统管理,08271015
网络营销与创业,01231824
网络综合实训,082000,08271503
网站规划建设与维护,08241215
微观经济学,03261182
微机原理与接口技术,08241042,08241044,08241048,08241301,08291016,08291601
微机原理与接口技术课程实验,08031062,08031264
微商创业指南,MC100005
文化人类学,14231008
文化遗产概览,MOOC2135,MS100008,ZMS10008
无机化学,09211201
无机化学实验,09021251
无人机应用,TZ000012,ZTZ00012
武术欣赏,13211029,TR000009,ZTR00009
武术与武术文化,13211024,TR000010
舞蹈鉴赏,13211020
舞蹈形体,63211041,TS000039,TY000010,ZTY00010
物理文化,11241021
物理与人类文明,MOOC2044
物联网技术,08271017
物联网技术导论,08211088
西藏历史与文化,MOOC2146,MR100009,ZMR10009
西方美术欣赏,MY100003,ZMY10003
西方文化概论,02261031
西方音乐魅力赏析,02261037,02271154,TY000011,ZTY00011
西方主流文化解读,02261055,TS000014,ZTS00014
西南少数民族文化,01211245
西南少数民族文化赏析,01211855,01211880,012950
希腊罗马神话赏析,02271112,02271151
系统思维与创新,TS000015,TS000044,ZTS00015
戏剧鉴赏,012940,MOOC2061,MY100004,ZMY10004
细胞生物学,10211082
先秦儒学概论,14231037
现代美学创意与生活,04281001,ZTY00015
现代人际关系,01211833
现代社交与礼仪,MOOC1028,MOOC1046
现代生命科学导论,09261304,09261307
现代陶艺鉴赏,04272008
现代自然地理学,MOOC2014
线性代数,08261080,08262012
线性代数(理工),08261051
消化系统,10251008
新能源概览,09261846
新时期身心灵合一成长：视听与反思,02261057,02261067,TS000016,ZTS00016
新时期身心灵影视作品观赏与思考,02261043
心理、行为与文化,MOOC2047
心理委员实务,14241016,14242003,TR000011
心理学与生活,01211881
信息安全技术,08271023
信息安全技术课程实验,08271505
信息安全认证培训,08241232
信息技术下的欧美音乐工业,08271003
信息与生活,08241978
信息资源管理,08241084
星海求知：天文学的奥秘,MOOC2114,MZ100015,ZMZ10015
形势与政策(1),14211003,14211004,14211005,14212011
形势与政策（3）,14211018,20211004,20211010
形象与口才训练1,01241380
行为经济学,06241210,06241215
幸福心理学,MOOC2113
性心理、性文化与性社会,14211016,14211021
学习方法与艺术,46011002,46011003
血液与肿瘤,10251004
眼保健与眼病预防,10241009
演讲与口才,MOOC1022
医用生物学,10211111
移动互联技术与应用,08241983
移动互联网时代的信息安全与防护,MOOC2107,MZ100001,ZMZ10001
移动互联网应用开发,08241073
艺术导论,04251177,04272001
艺术美学,MOOC2122,MY100005
艺术与审美,MOOC1003
音乐鉴赏,01211841,01211842,01211867,01252939,04211159,MOOC2075,MY100006,TY000012,ZMY10006,ZTY00012
饮食与化学,09261848
英语词汇科学记忆法,02271108
英语电影视听说,02261038
英语口语1,02241035,02271007,02271068
英语口语（2）,02272002
英语视听译1,02271201
英语新闻与事实动态,02261053
英语语音,02271074,02271225
英语阅读1,02271224
英语阅读策略与技巧,02261044
应用Excel提升你的统计分析能力,06241222
应用英语翻译,02271150
营销的智慧与谋略,06241185,06241208,06241216
营销与创业,03211136,03211305
营养卫生学,10221077,10241003,TS000045,TZ000014,ZTZ00014
影视服装赏析,04272006
影视服装设计,04281008
影视鉴赏,01211819,01211847,01211864,01221841,01221842,04241150,04272005,MOOC2077,MY100007,TY000013,ZMY10007,ZTY00013
影视剧中的中国传统智慧,14211020,14211039
影视戏剧服装鉴赏,04231186,04231240
硬笔书法,01211208,01211856
优秀创意广告赏析,06231168,06231191
油画鉴赏,04271103,04281003
有效沟通技巧,MOOC2050,MS100009,ZMS10009
羽毛球裁判课程,TS000018,TS001000,ZTS00018
预测与决策,06241209
园林艺术概论,MOOC2051,MZ100016,ZMZ10016
园艺学基础,09261306
运筹学,08261014
灾难救援,MOOC1007
哲学与生活,07211202,MOOC2008
征信管理,TS000020
正常人体与医学常识,10211042
知识产权法,01221832
职场沟通,MOOC1008
职业生涯规划(一),03211170,03211171,07211194,50211001,50211003,50211007
职业生涯规划（一）,01231201,02271158,05252134,06260010,08241092,08241506,18211097
职业素质养成,MOOC1029,MOOC1048,MS200010
制图测绘,06221091
智慧办公与操作快捷技术,ZTZ00015
中餐文化及礼仪,TS001600
中国茶文化,46011001,TZ000016,ZTZ00016
中国传统文化,01211237,TR000013,ZTR00013
中国传统文化概论,01231807,01231810,TS001700,ZTR00014
中国传统文化象征(英文版),02271110
中国传统文化与现代经管思想,03211900
中国古代科技成就,11221122
中国古代礼仪文明,MOOC2009,MR100010,ZMR10010
中国古典名句译文赏析,02271117
中国古典小说巅峰-四大名著鉴赏,MOOC2060
中国古建筑欣赏与设计,MOOC2052,MZ100017,ZMZ10017
中国绘画艺术解读,04281007,TS000032,TY000014
中国绘画艺术赏析,04272007
中国近现代历史人物评说,14211024,TR000015,ZTR00015
中国近现代史纲要,14221001,14221002,14221003,20221003
中国经济千年史,03271307
中国历史人文地理,MOOC2145,MZ100018,ZMZ10018
中国民间故事,14211025,14231041,TR000016
中国民间故事赏析,14231036
中国民俗文化,01231818,01231819
中国民俗文化概览,52011015
中国民族音乐,63211039,TR000017,ZTR00017
中国少数民族文化,MOOC1060
中国式婚姻的演变,14231034
中国书法史,MOOC2119,MR100011,ZMR10011
中国现当代诗歌鉴赏,01211883
中国现当代诗歌赏析,TR000018
中国象棋技战术,08241503
中国饮食文化,01211228,01231084,01231814,01231815,012944,TR000019,ZTR00019
中华民族精神,MOOC2006
中华诗词之美,MOOC2003
中外法律电影赏析,01211863,01221828
中外建筑史,07242299,ZTZ00024
中外美术作品鉴赏,04271102
中外美术作品解读,04281010,TS000035
中外名品鉴赏,04271105
中外文化礼仪对比,02261045
中药炮制学,MOOC1052
中医“治未病”,10241002
中医养生学,MOOC2147
中医养生学概论,10221078
中医药与中华传统文化,MOOC1010,MZ100019,ZMZ20019
珠宝鉴赏,MOOC1013
专业英语,08241101,08241160
自动化科学鉴赏,05221997
自然科学史,TZ000017,ZTZ00017
自然资源学,11231084
自助游文化,01231825
宗教文化,01211246,TR000020,ZTR00020
宗教文化赏析,01211884,012949
走进新能源,TZ000018,ZTZ00030
走近核科学技术,MOOC1053
组织学与胚胎学,10211087
魅力科学,MOOC2011,MZ100009,ZMZ10009
02004,14221002,2.,考试,必修课,公共课,2011-2012,第二学期,2011-2012,第二学期,初修,初修,90.00,,76.00,,80.00,,
5451,网络工程,1102004,14231002,2.5,考试,必修课,公共课,2012-2013,第一学期,2012-2013,第一学期,初修,初修,85.00,,83.00,,84.00,,
5452,网络工程,1102004,14231004,5.,考试,必修课,公共课,2012-2013,第二学期,2012-2013,第二学期,初修,初修,95.00,,78.00,,83.00,,
5453,网络工程,1102004,14241012,1.5,考查,任选课,公共课,2011-2012,第二学期,2011-2012,第二学期,初修,初修,100.00,,63.00,,74.00,,
5454,网络工程,1102004,14231999,2.,考查,,,2012-2013,第二学期,2012-2013,第二学期,初修,初修,,,,,中等,,
5455,网络工程,1102004,14211004,0.5,考查,必修课,公共课,2012-2013,第二学期,2012-2013,第二学期,初修,初修,,,,,80.00,,
5456,网络工程,1102004,14211003,0.5,考查,必修课,公共课,2011-2012,第二学期,2011-2012,第二学期,初修,初修,,,,,70.00,,
5457,网络工程,1102004,13211005,1.,考试,必修课,公共课,2011-2012,第一学期,2011-2012,第一学期,初修,初修,,,,,76.00,,
5458,网络工程,1102004,13211006,1.,考试,必修课,公共课,2011-2012,第二学期,2011-2012,第二学期,初修,初修,,,,,86.00,,
5459,网络工程,1102004,13211007,1.,考试,必修课,公共课,2012-2013,第一学期,2012-2013,第一学期,初修,初修,,,,,83.00,,
5460,网络工程,1102004,13211008,1.,考试,必修课,公共课,2012-2013,第二学期,2012-2013,第二学期,初修,初修,,,,,90.00,,
5461,网络工程,1102004,11241012,2.5,考试,必修课,公共课,2012-2013,第一学期,2012-2013,第一学期,初修,初修,100.00,,71.00,,80.00,,
5462,网络工程,1102004,11241011,2.5,考试,必修课,公共课,2011-2012,第二学期,2011-2012,第二学期,初修,初修,99.00,,76.50,,83.00,,
5463,网络工程,1102004,11021003,2.,考查,必修课,公共课,2012-2013,第一学期,2012-2013,第一学期,初修,初修,79.00,,79.00,,79.00,,
5464,网络工程,1102004,10221078,1.,考查,任选课,公共课,2012-2013,第一学期,2012-2013,第一学期,初修,初修,90.00,,93.00,,优秀,,
5465,网络工程,1102004,08251061,6.,考试,必修课,公共课,2011-2012,第一学期,2011-2012,第一学期,初修,初修,100.00,,76.00,,83.00,,
5466,网络工程,1102004,08251062,6.5,考试,必修课,公共课,2011-2012,第二学期,2011-2012,第二学期,初修,初修,100.00,,54.00,,68.00,,
5467,网络工程,1102004,08261072,3.,考试,必修课,公共课,2012-2013,第一学期,2012-2013,第一学期,初修,初修,100.00,,92.00,,94.00,,
5468,网络工程,1102004,08241185,4.,考试,必修课,专业基础课,2012-2013,第一学期,2012-2013,第一学期,初修,初修,99.00,,61.00,,72.00,,
5469,网络工程,1102004,08241191,3.,考试,必修课,专业基础课,2013-2014,第二学期,2013-2014,第二学期,初修,初修,100.00,,43.00,,72.00,,
5470,网络工程,1102004,08031355,1.,考查,必修课,专业基础课,2013-2014,第一学期,2013-2014,第一学期,初修,初修,,,,,86.00,,
5471,网络工程,1102004,08241231,2.5,考查,任选课,专业课,2013-2014,第一学期,2013-2014,第一学期,初修,初修,99.00,,44.00,98.00,79.00,,
5472,网络工程,1102004,08241232,2.5,考查,任选课,专业课,2013-2014,第一学期,2013-2014,第一学期,初修,初修,100.00,,88.00,90.00,92.00,,
5473,网络工程,1102004,08241237,3.5,考试,必修课,专业基础课,2013-2014,第一学期,2013-2014,第一学期,初修,初修,95.00,,80.00,94.00,88.00,,
5474,网络工程,1102004,08241229,3.5,考试,必修课,专业基础课,2013-2014,第一学期,2013-2014,第一学期,初修,初修,85.00,,80.00,86.00,82.00,,
5475,网络工程,1102004,08241216,3.5,考试,必修课,专业基础课,2013-2014,第二学期,2013-2014,第二学期,初修,初修,100.00,,60.00,,72.00,,
5476,网络工程,1102004,08241218,4.5,考试,必修课,专业基础课,2013-2014,第二学期,2013-2014,第二学期,初修,初修,86.00,,82.00,,83.00,,
5477,网络工程,1102004,08031260,2.,考查,必修课,专业基础课,2011-2012,第二学期,2011-2012,第二学期,初修,初修,77.00,,,,77.00,,
5478,网络工程,1102004,08241217,3.,考查,限选课,专业课,2014-2015,第一学期,2014-2015,第一学期,初修,初修,90.00,,62.80,85.00,70.00,,
5479,网络工程,1102004,08241220,3.,考查,限选课,专业课,2014-2015,第一学期,2014-2015,第一学期,初修,初修,90.00,,67.00,77.00,72.00,,
5480,网络工程,1102004,08241221,3.,考查,限选课,专业课,2014-2015,第一学期,2014-2015,第一学期,初修,初修,88.00,,60.00,92.00,72.00,,
5481,网络工程,1102004,08031263,1.,考查,,,2011-2012,第二学期,2011-2012,第二学期,初修,初修,,,,,69.00,,
5482,网络工程,1102004,08031264,1.5,考查,必修课,专业基础课,2012-2013,第二学期,2012-2013,第二学期,初修,初修,89.00,,84.00,,86.00,,
5483,网络工程,1102004,08031261,1.,考查,必修课,专业基础课,2013-2014,第二学期,2013-2014,第二学期,初修,初修,83.00,,,,83.00,,
5484,网络工程,1102004,08211111,3.5,考试,必修课,专业基础课,2012-2013,第二学期,2012-2013,第二学期,初修,初修,100.00,,82.00,,87.00,,
5485,网络工程,1102004,08241152,2.5,考试,必修课,专业基础课,2011-2012,第一学期,2011-2012,第一学期,初修,初修,90.00,,68.00,,75.00,,
5486,网络工程,1102004,08241160,2.,考查,必修课,专业基础课,2013-2014,第二学期,2013-2014,第二学期,初修,初修,100.00,,75.00,,88.00,,
5487,网络工程,1102004,08241178,2.5,考试,必修课,专业基础课,2013-2014,第一学期,2013-2014,第一学期,初修,初修,88.00,,69.00,,75.00,,
5488,网络工程,1102004,08261051,2.5,考试,必修课,公共课,2011-2012,第二学期,2011-2012,第二学期,初修,初修,100.00,,68.00,,78.00,,
5489,网络工程,1102004,08291039,2.5,考试,必修课,专业基础课,2012-2013,第一学期,2012-2013,第一学期,初修,初修,91.00,,63.00,,71.00,,
5490,网络工程,1102004,08031275,1.,考查,,,2012-2013,第一学期,2012-2013,第一学期,初修,初修,,,,,91.00,,
5491,网络工程,1102004,08031285,1.,考查,,,2013-2014,第一学期,2013-2014,第一学期,初修,初修,,,,,76.00,,
5492,网络工程,1102004,08031311,1.,考查,,,2012-2013,第一学期,2012-2013,第一学期,初修,初修,,,,,90.00,,
